1,6.33
2,6.28
3,-4.34
4,-18.92
5,-43.34
6,-71.57
7,-99.79
8,-131.12
9,-163.64
10,-196.15
11,-228.67
12,-261.19
13,-293.71
14,-326.22
15,-349.46
16,-369.29
17,-389.11
18,-401.84
19,-411.82
20,-421.8
21,-431.77
22,-434.39
23,-434.26
24,-434.14
25,-424.54
26,-411.37
27,-398.19
28,-385.02
29,-371.84
30,-358.67
31,-345.49
32,-327.24
33,-307.05
34,-286.87
35,-266.68
36,-261.06
37,-248.92
38,-232.34
39,-215.77
40,-199.2
41,-186.31
42,-174.82
43,-161.15
44,-146.65
45,-135.24
46,-125
47,-114.77
48,-104.53
49,-94.29
50,-78.64
51,-61.01
52,-43.37
53,-25.74
54,-8.1
55,9.54
56,27.17
57,44.81
58,65.97
59,88.42
60,110.88
61,133.33
62,156.68
63,180.37
64,204.06
65,227.74
66,243.62
67,256.58
68,269.54
69,282.49
70,292.81
71,302.16
72,311.5
73,320.84
74,330.18
75,345.2
76,362.34
77,379.47
78,396.6
79,421.06
80,448.28
81,475.5
82,495.12
83,515.64
84,544.15
85,572.06
86,599.75
87,627.44
88,660.7
89,696.09
90,731.49
91,766.89
92,802.28
93,828.14
94,850.42
95,872.7
96,890.95
97,907.68
98,924.41
99,941.13
100,957.86
101,974.59
102,991.32
103,995.78
104,995.61
105,995.45
106,995.28
107,995.12
108,994.95
109,994.79
110,994.62
111,994.46
112,994.29
113,994.12
114,993.96
115,993.79
116,993.63
117,993.46
118,993.3
119,986.07
120,976.24
121,966.41
122,951.41
123,934.49
124,917.58
125,900.67
126,883.75
127,866.84
128,849.93
129,833.01
130,816.1
131,799.4
132,782.79
133,766.18
134,749.57
135,732.96
136,716.35
137,699.74
138,683.13
139,666.52
140,649.91
141,633.3
142,616.33
143,599.22
144,582.12
145,565.01
146,547.9
147,530.8
148,519.23
149,509.74
150,500.26
151,490.78
152,481.29
153,471.81
154,466.04
155,461.7
156,457.36
157,453.02
158,448.68
159,444.35
160,440.01
161,435.67
162,435.73
163,437.47
164,439.2
165,440.94
166,442.68
167,444.42
168,446.15
169,446.68
170,446.76
171,446.84
172,446.91
173,446.99
174,447.06
175,447.14
176,447.21
177,447.29
178,454.15
179,463.51
180,472.87
181,482.23
182,494.26
183,507.33
184,520.4
185,533.48
186,546.55
187,553.48
188,558.11
189,562.74
190,567.38
191,572.01
192,576.64
193,581.27
194,585.9
195,590.53
196,590.89
197,589.63
198,588.36
199,580.7
200,570.64
201,560.59
202,546.04
203,529.82
204,513.59
205,497.37
206,481.15
207,464.93
208,448.7
209,432.48
210,422.05
211,413.76
212,405.47
213,399.5
214,394.43
215,389.37
216,384.3
217,377.93
218,371.05
219,364.17
220,357.29
221,356.8
222,358.66
223,372.47
224,390.86
225,409.26
226,432.19
227,456.79
228,481.39
229,506
230,530.6
231,555.2
232,579.8
233,604.4
234,628.59
235,652.63
236,676.67
237,700.71
238,724.75
239,748.79
240,772.83
241,790.33
242,805.33
243,820.33
244,835.33
245,850.33
246,865.33
247,880.33
248,895.33
249,910.33
250,917.68
251,922.17
252,926.67
253,921.47
254,912.63
255,903.79
256,888.95
257,871.88
258,854.8
259,837.73
260,813.64
261,786.82
262,760.01
263,733.2
264,704.18
265,674.36
266,644.55
267,614.73
268,584.91
269,555.09
270,531.08
271,509.32
272,487.57
273,474.96
274,465.79
275,464.73
276,466.76
277,491.01
278,523.56
279,556.11
280,565.1
281,595.17
282,636.69
283,683.75
284,732.85
285,802.75
286,842
287,866.66
288,891.33
289,907.72
290,920.93
291,934.13
292,947.33
293,954.59
294,959.64
295,964.69
296,969.75
297,974.8
298,979.85
299,984.91
300,987.03
301,988.05
302,989.06
303,990.07
304,991.09
305,992.1
306,993.11
307,994.13
308,995.14
309,996.16
310,997.17
311,998.18
312,998.46
313,998.46
314,998.46
315,998.46
316,998.46
317,998.45
318,998.45
319,998.45
320,998.45
321,998.45
322,998.45
323,998.45
324,998.44
325,998.44
326,998.44
327,998.44
328,998.44
329,998.44
330,998.44
331,998.43
332,998.43
333,998.43
334,998.43
335,998.43
336,998.43
337,998.43
338,998.42
339,998.42
340,998.42
341,998.42
342,998.42
343,998.42
344,998.42
345,998.41
346,998.41
347,998.41
348,998.41
349,998.41
350,998.41
351,998.4
352,998.4
353,998.4
354,998.4
355,998.4
356,998.4
357,998.4
358,998.39
359,998.39
360,998.39
361,998.39
362,998.39
363,998.39
364,998.39
365,998.38
366,998.38
367,998.38
368,998.38
369,998.38
370,998.38
371,998.38
372,998.37
373,998.37
374,998.37
375,998.37
376,998.37
377,990.36
378,979.25
379,958.28
380,933.65
381,909.01
382,879.47
383,848.04
384,816.61
385,785.18
386,753.75
387,728.58
388,705.8
389,683.03
390,661.93
391,641.48
392,621.03
393,600.58
394,576.97
395,552.19
396,527.4
397,510.49
398,496.49
399,482.49
400,471.7
401,462.14
402,452.58
403,443.01
404,426.35
405,406.99
406,387.62
407,358.42
408,325.39
409,292.36
410,256
411,170.67
412,85.34
413,0
414,0
415,-40.58
416,-81.16
417,-121.75
418,-162.33
419,-162.33
420,-207.44
421,-252.55
422,-294.04
423,-334.14
424,-374.23
425,-414.33
426,-454.42
427,-488.05
428,-519.12
429,-550.18
430,-581.24
431,-611.01
432,-640.27
433,-669.53
434,-700.11
435,-731.2
436,-762.3
437,-793.39
438,-815.82
439,-834.86
440,-853.89
441,-865.46
442,-874.13
443,-867.81
444,-855.72
445,-838.28
446,-818.71
447,-799.14
448,-779.58
449,-760.01
450,-740.44
451,-720.88
452,-701.31
453,-681.74
454,-662.18
455,-649.11
456,-638.6
457,-628.09
458,-617.58
459,-607.07
460,-596.57
461,-589.09
462,-582.84
463,-576.58
464,-580.55
465,-588.48
466,-604.8
467,-624.39
468,-650.36
469,-678.92
470,-707.48
471,-736.04
472,-764.61
473,-793.17
474,-821.73
475,-845.86
476,-868.23
477,-890.59
478,-912.96
479,-935.33
480,-954.86
481,-973.29
482,-991.73
483,-996.96
484,-996.84
485,-996.72
486,-996.6
487,-996.48
488,-996.36
489,-996.24
